symbol	syn.obs	missense.obs	nonsense.obs	fs.obs	inframe.obs	max.missense	max.nonsense	max.prot	cds.id	length	total.mut.cnt	prot.mut.cnt	total.mut.pct	prot.mut.pct	score.max_cnt	score.mult_pct	score.max_pct	max.peak.cnt	multiple.cnt	summit.start	summit.end	wt.stop	fitch	fitch.summit
Adprm	0	1	0	0	0	NA	NA	NA	ENSMUST00000116363	3069	1	1	0.0325839035516455	0.0325839035516455	1	0	1	0	0	77	77	0	0	0
Adra1b	1	0	0	0	0	NA	NA	NA	ENSMUST00000067258	4644	1	0	0.0215331610680448	0	0	NA	NA	0	0	0	0	0	NA	NA
Adss	0	1	0	0	0	NA	NA	NA	ENSMUST00000016105	4113	1	1	0.0243131534159981	0.0243131534159981	1	0	1	0	0	244	244	0	0	0
Adssl1	0	1	0	0	0	NA	NA	NA	ENSMUST00000180015	4329	1	1	0.0231000231000231	0.0231000231000231	1	0	1	0	0	86	86	0	0.0991081849	0.0991081849
Agbl5	0	1	0	0	0	NA	NA	NA	ENSMUST00000202109	2304	1	1	0.0434027777777778	0.0434027777777778	1	0	1	0	0	147	147	0	0.0995789404	0.0995789404
Ago3	0	1	0	0	0	NA	NA	NA	ENSMUST00000069097	7749	1	1	0.0129048909536714	0.0129048909536714	1	0	1	0	0	109	109	0	0	0
Aicda	1	0	0	0	0	NA	NA	NA	ENSMUST00000043301	1791	1	0	0.0558347292015634	0	0	NA	NA	0	0	0	0	0	NA	NA
Ajm1	1	0	0	0	0	NA	NA	NA	ENSMUST00000188161	8775	1	0	0.0113960113960114	0	0	NA	NA	0	0	0	0	0	NA	NA
Akap1	0	1	0	0	0	NA	NA	NA	ENSMUST00000018572	7722	1	1	0.012950012950013	0.012950012950013	1	0	1	0	0	6	6	0	0.0991734881	0.0991734881
Alad	0	1	0	0	0	NA	NA	NA	ENSMUST00000107444	2979	1	1	0.0335683115139308	0.0335683115139308	1	0	1	0	0	51	51	0	0.1112094326	0.1112094326
Aldh8a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000042699	4392	1	1	0.0227686703096539	0.0227686703096539	1	0	1	0	0	438	438	0	0.1617901629	0.1617901629
Alg10b	0	1	0	0	0	NA	NA	NA	ENSMUST00000100309	4275	1	1	0.0233918128654971	0.0233918128654971	1	0	1	0	0	2	2	0	0.2874303682	0.2874303682
Alox12	0	1	0	0	0	NA	NA	NA	ENSMUST00000108574	3519	1	1	0.0284171639670361	0.0284171639670361	1	0	1	0	0	270	270	0	0.5852734661	0.5852734661
Alox5	0	2	0	0	0	NA	NA	NA	ENSMUST00000026795	6075	2	2	0.0329218106995885	0.0329218106995885	1	0	0.5	0	0	79	79	0	0	0
Alx1	0	1	0	0	0	NA	NA	NA	ENSMUST00000167156	2943	1	1	0.0339789330615019	0.0339789330615019	1	0	1	0	0	133	133	0	0	0
Amph	0	1	0	0	0	NA	NA	NA	ENSMUST00000200466	6219	1	1	0.0160797555877151	0.0160797555877151	1	0	1	0	0	302	302	0	0	0
Amt	1	0	0	0	0	NA	NA	NA	ENSMUST00000035230	3636	1	0	0.0275027502750275	0	0	NA	NA	0	0	0	0	0	NA	NA
Anapc10	0	1	0	0	0	NA	NA	NA	ENSMUST00000048147	1674	1	1	0.0597371565113501	0.0597371565113501	1	0	1	0	0	176	176	0	0.1650746319	0.1650746319
Angpt1	1	0	0	0	0	NA	NA	NA	ENSMUST00000022921	4491	1	0	0.0222667557336896	0	0	NA	NA	0	0	0	0	0	NA	NA
Ank	0	1	0	0	0	NA	NA	NA	ENSMUST00000022875	4437	1	1	0.0225377507324769	0.0225377507324769	1	0	1	0	0	129	129	0	0	0
Ankrd34b	0	1	0	0	0	NA	NA	NA	ENSMUST00000168871	4581	1	1	0.0218292949137743	0.0218292949137743	1	0	1	0	0	175	175	0	0.8915111203	0.8915111203
Ankrd34c	0	1	0	0	0	NA	NA	NA	ENSMUST00000185470	4815	1	1	0.0207684319833853	0.0207684319833853	1	0	1	0	0	464	464	0	0	0
Ankrd35	0	1	0	0	0	NA	NA	NA	ENSMUST00000048427	8973	1	1	0.0111445447453472	0.0111445447453472	1	0	1	0	0	191	191	0	0.1426122369	0.1426122369
Aoc3	1	0	0	0	0	NA	NA	NA	ENSMUST00000103105	6894	1	0	0.0145053669857847	0	0	NA	NA	0	0	0	0	0	NA	NA
Apba2	0	1	0	0	0	NA	NA	NA	ENSMUST00000032732	6759	1	1	0.0147950880307738	0.0147950880307738	1	0	1	0	0	35	35	0	0.557180433	0.557180433
Apob	0	0	0	1	0	NA	NA	NA	ENSMUST00000037520	40107	1	1	0.00249333034133692	0.00249333034133692	0	NA	NA	0	0	0	0	4479	NA	NA
Appbp2	1	0	0	0	0	NA	NA	NA	ENSMUST00000018625	5274	1	0	0.0189609404626469	0	0	NA	NA	0	0	0	0	0	NA	NA
Aqp2	0	1	0	0	0	NA	NA	NA	ENSMUST00000023752	2448	1	1	0.0408496732026144	0.0408496732026144	1	0	1	0	0	81	81	0	0.5206633584	0.5206633584
Aqr	0	1	0	0	0	NA	NA	NA	ENSMUST00000102543	12609	1	1	0.00793084304861607	0.00793084304861607	1	0	1	0	0	943	943	0	0	0
Areg	0	1	0	0	0	NA	NA	NA	ENSMUST00000031325	2241	1	1	0.0446229361892012	0.0446229361892012	1	0	1	0	0	41	41	0	0.3329728902	0.3329728902
Arfgef3	0	1	0	0	0	NA	NA	NA	ENSMUST00000019999	15390	1	1	0.00649772579597141	0.00649772579597141	1	0	1	0	0	106	106	0	0.2546897293	0.2546897293
Arhgap32	0	1	0	0	0	NA	NA	NA	ENSMUST00000174641	18810	1	1	0.00531632110579479	0.00531632110579479	1	0	1	0	0	393	393	0	0.6446806616	0.6446806616
Arhgap35	0	1	0	0	0	NA	NA	NA	ENSMUST00000171937	13500	1	1	0.00740740740740741	0.00740740740740741	1	0	1	0	0	1304	1304	0	0.1931658688	0.1931658688
Arl4d	0	1	0	0	0	NA	NA	NA	ENSMUST00000039388	1818	1	1	0.055005500550055	0.055005500550055	1	0	1	0	0	168	168	0	0.2760009196	0.2760009196
Armc5	0	0	0	1	0	NA	NA	NA	ENSMUST00000044660	8343	1	1	0.011986096128491	0.011986096128491	0	NA	NA	0	0	0	0	641	NA	NA
Arpc1b	1	0	0	0	0	NA	NA	NA	ENSMUST00000196111	3393	1	0	0.0294724432655467	0	0	NA	NA	0	0	0	0	0	NA	NA
Arrb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000108568	3798	1	1	0.0263296471827278	0.0263296471827278	1	0	1	0	0	75	75	0	0.2022959171	0.2022959171
Arrdc3	0	1	1	0	0	NA	NA	NA	ENSMUST00000159690	3294	2	2	0.0607164541590771	0.0607164541590771	1	0	1	0	0	188	188	141	0	0
Arvcf	0	0	0	1	0	NA	NA	NA	ENSMUST00000239536	8613	1	1	0.0116103564379426	0.0116103564379426	0	NA	NA	0	0	0	0	830	NA	NA
Asb4	1	0	0	0	0	NA	NA	NA	ENSMUST00000043294	3843	1	0	0.0260213374967473	0	0	NA	NA	0	0	0	0	0	NA	NA
Asb8	0	0	0	1	0	NA	NA	NA	ENSMUST00000143400	2601	1	1	0.0384467512495194	0.0384467512495194	0	NA	NA	0	0	0	0	138	NA	NA
Aspm	0	1	0	0	0	NA	NA	NA	ENSMUST00000053364	28107	1	1	0.00355783256839933	0.00355783256839933	1	0	1	0	0	2415	2415	0	1.4613349496	1.4613349496
Astn1	1	1	0	0	0	NA	NA	NA	ENSMUST00000046110	11655	2	1	0.0171600171600172	0.00858000858000858	1	0	1	0	0	1271	1271	0	0	0
Asxl3	0	2	0	0	0	NA	NA	NA	ENSMUST00000239326	20349	2	2	0.00982849280062902	0.00982849280062902	1	0	0.5	0	0	8	8	0	0.51517071115	0.51517071115
Atm	0	0	0	2	0	NA	NA	NA	ENSMUST00000132249	1812	2	2	0.11037527593819	0.11037527593819	0	NA	NA	0	0	0	0	820	NA	NA
Atp10b	0	1	0	0	0	NA	NA	NA	ENSMUST00000077659	13275	1	1	0.00753295668549906	0.00753295668549906	1	0	1	0	0	558	558	0	0.2162594213	0.2162594213
Atp1a2	0	1	0	0	0	NA	NA	NA	ENSMUST00000097464	8532	1	1	0.0117205813408345	0.0117205813408345	1	0	1	0	0	738	738	0	0	0
Atp1a3	0	1	0	0	0	NA	NA	NA	ENSMUST00000102858	9486	1	1	0.0105418511490618	0.0105418511490618	1	0	1	0	0	345	345	0	0	0
Atp2a2	0	1	0	0	0	NA	NA	NA	ENSMUST00000179939	9405	1	1	0.0106326422115896	0.0106326422115896	1	0	1	0	0	280	280	0	0	0
Atp2c2	0	1	0	0	0	NA	NA	NA	ENSMUST00000095171	8505	1	1	0.0117577895355673	0.0117577895355673	1	0	1	0	0	381	381	0	0	0
Atp6v0a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000044721	7551	1	1	0.0132432790358893	0.0132432790358893	1	0	1	0	0	781	781	0	0.9147168334	0.9147168334
Atp6v0a2	0	0	0	1	0	NA	NA	NA	ENSMUST00000198382	1647	1	1	0.0607164541590771	0.0607164541590771	0	NA	NA	0	0	0	0	550	NA	NA
Atp6v1a	0	1	0	0	0	NA	NA	NA	ENSMUST00000063661	5562	1	1	0.0179791441927364	0.0179791441927364	1	0	1	0	0	613	613	0	0.1694877335	0.1694877335
Atp7b	0	0	0	1	0	NA	NA	NA	ENSMUST00000006742	13167	1	1	0.0075947444368497	0.0075947444368497	0	NA	NA	0	0	0	0	366	NA	NA
Atp8a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000072971	10485	1	1	0.00953743443013829	0.00953743443013829	1	0	1	0	0	847	847	0	0.0873420038	0.0873420038
Atxn7l3b	0	0	0	1	0	NA	NA	NA	ENSMUST00000099276	882	1	1	0.113378684807256	0.113378684807256	0	NA	NA	0	0	0	0	67	NA	NA
Avpr1a	0	2	0	0	0	NA	NA	NA	ENSMUST00000020323	3816	2	2	0.0524109014675052	0.0524109014675052	1	0	0.5	0	0	78	78	0	0.1826897281	0.1826897281
BC024978	0	0	0	1	0	NA	NA	NA	ENSMUST00000108379	3033	1	1	0.0329706561160567	0.0329706561160567	0	NA	NA	0	0	0	0	251	NA	NA
Bcat1	0	1	0	0	0	NA	NA	NA	ENSMUST00000111742	3483	1	1	0.0287108814240597	0.0287108814240597	1	0	1	0	0	295	295	0	0	0
Bcl2l1	0	1	0	0	0	NA	NA	NA	ENSMUST00000109820	2106	1	1	0.0474833808167142	0.0474833808167142	1	0	1	0	0	64	64	0	0.8498244422	0.8498244422
Bcor	0	0	1	0	0	NA	NA	NA	ENSMUST00000115513	15840	1	1	0.00631313131313131	0.00631313131313131	0	NA	NA	0	0	0	0	1611	NA	NA
Bfar	0	1	0	0	0	NA	NA	NA	ENSMUST00000023365	4059	1	1	0.0246366100024637	0.0246366100024637	1	0	1	0	0	405	405	0	0.2793341605	0.2793341605
Bhlhb9	0	0	0	1	0	NA	NA	NA	ENSMUST00000180025	4860	1	1	0.0205761316872428	0.0205761316872428	0	NA	NA	0	0	0	0	18	NA	NA
Bicd1	0	1	0	0	0	NA	NA	NA	ENSMUST00000173408	7452	1	1	0.013419216317767	0.013419216317767	1	0	1	0	0	182	182	0	0	0
Bop1	0	0	0	0	1	NA	NA	NA	ENSMUST00000023217	6597	1	0	0.0151584053357587	0	0	NA	NA	0	0	0	0	0	NA	NA
Bpifb4	0	1	0	0	0	NA	NA	NA	ENSMUST00000109759	5562	1	1	0.0179791441927364	0.0179791441927364	1	0	1	0	0	119	119	0	0	0
Brf2	1	0	1	0	0	NA	NA	NA	ENSMUST00000033877	3789	2	1	0.0527843758247559	0.0263921879123779	0	NA	NA	0	0	0	0	107	NA	NA
Brinp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000030036	6849	1	1	0.014600671630895	0.014600671630895	1	0	1	0	0	625	625	0	0.1930758557	0.1930758557
Brinp2	1	0	0	0	0	NA	NA	NA	ENSMUST00000195271	1692	1	0	0.0591016548463357	0	0	NA	NA	0	0	0	0	0	NA	NA
Btbd16	0	1	0	0	0	NA	NA	NA	ENSMUST00000208593	4563	1	1	0.0219154065307911	0.0219154065307911	1	0	1	0	0	328	328	0	0	0
C1qtnf1	1	0	0	0	0	NA	NA	NA	ENSMUST00000106286	2538	1	0	0.0394011032308905	0	0	NA	NA	0	0	0	0	0	NA	NA
C2cd5	0	1	0	0	0	NA	NA	NA	ENSMUST00000204655	9000	1	1	0.0111111111111111	0.0111111111111111	1	0	1	0	0	563	563	0	0	0
Cabin1	0	1	0	0	0	NA	NA	NA	ENSMUST00000001712	19692	1	1	0.00507820434694292	0.00507820434694292	1	0	1	0	0	1238	1238	0	0.0923679077	0.0923679077
Cacna1c	0	1	0	0	0	NA	NA	NA	ENSMUST00000187317	19692	1	1	0.00507820434694292	0.00507820434694292	1	0	1	0	0	374	374	0	0	0
Cacng3	1	0	0	0	0	NA	NA	NA	ENSMUST00000182095	1674	1	0	0.0597371565113501	0	0	NA	NA	0	0	0	0	0	NA	NA
Cadps2	0	0	0	1	0	NA	NA	NA	ENSMUST00000069074	11682	1	1	0.00856017805170347	0.00856017805170347	0	NA	NA	0	0	0	0	56	NA	NA
Calb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000212297	2187	1	1	0.0457247370827618	0.0457247370827618	1	0	1	0	0	123	123	0	0	0
Capn2	0	1	0	0	0	NA	NA	NA	ENSMUST00000068505	6309	1	1	0.0158503724837534	0.0158503724837534	1	0	1	0	0	541	541	0	0	0
Caprin1	0	0	0	1	0	NA	NA	NA	ENSMUST00000028607	6372	1	1	0.0156936597614564	0.0156936597614564	0	NA	NA	0	0	0	0	127	NA	NA
Card11	0	1	0	0	0	NA	NA	NA	ENSMUST00000085786	10395	1	1	0.00962000962000962	0.00962000962000962	1	0	1	0	0	1144	1144	0	0.4008869624	0.4008869624
Card6	0	0	0	1	0	NA	NA	NA	ENSMUST00000118365	10584	1	1	0.00944822373393802	0.00944822373393802	0	NA	NA	0	0	0	0	110	NA	NA
Carmil3	0	1	0	0	0	NA	NA	NA	ENSMUST00000076236	12384	1	1	0.0080749354005168	0.0080749354005168	1	0	1	0	0	198	198	0	0	0
Cass4	0	1	0	0	0	NA	NA	NA	ENSMUST00000228775	7029	1	1	0.0142267747901551	0.0142267747901551	1	0	1	0	0	18	18	0	0.0832927906	0.0832927906
Catsperd	1	0	0	0	0	NA	NA	NA	ENSMUST00000233947	4554	1	0	0.0219587176108915	0	0	NA	NA	0	0	0	0	0	NA	NA
Cbx5	0	0	0	1	0	NA	NA	NA	ENSMUST00000122182	1728	1	1	0.0578703703703704	0.0578703703703704	0	NA	NA	0	0	0	0	106	NA	NA
Ccdc22	1	0	0	0	0	NA	NA	NA	ENSMUST00000033483	5652	1	0	0.0176928520877565	0	0	NA	NA	0	0	0	0	0	NA	NA
Ccdc39	1	0	0	0	0	NA	NA	NA	ENSMUST00000029222	8442	1	0	0.0118455342335939	0	0	NA	NA	0	0	0	0	0	NA	NA
Ccdc54	0	2	0	0	0	NA	NA	NA	ENSMUST00000062439	2970	2	2	0.0673400673400673	0.0673400673400673	1	0	0.5	0	0	79	79	0	1.65221765205	1.65221765205
Ccin	0	1	0	0	0	NA	NA	NA	ENSMUST00000095107	5301	1	1	0.0188643652141105	0.0188643652141105	1	0	1	0	0	318	318	0	0	0
Ccp110	0	0	0	1	0	NA	NA	NA	ENSMUST00000106557	9045	1	1	0.0110558319513543	0.0110558319513543	0	NA	NA	0	0	0	0	271	NA	NA
Ccr4	0	1	0	0	0	NA	NA	NA	ENSMUST00000215425	3249	1	1	0.0307787011388119	0.0307787011388119	1	0	1	0	0	312	312	0	0.2531120549	0.2531120549
Cct3	1	0	0	0	0	NA	NA	NA	ENSMUST00000168062	4698	1	0	0.0212856534695615	0	0	NA	NA	0	0	0	0	0	NA	NA
Cd248	0	1	0	0	0	NA	NA	NA	ENSMUST00000070630	6894	1	1	0.0145053669857847	0.0145053669857847	1	0	1	0	0	102	102	0	0	0
Cd63	0	1	0	0	0	NA	NA	NA	ENSMUST00000219317	2151	1	1	0.0464900046490005	0.0464900046490005	1	0	1	0	0	232	232	0	0.3519296479	0.3519296479
Cdc37	0	1	0	0	0	NA	NA	NA	ENSMUST00000215296	3177	1	1	0.0314762354422411	0.0314762354422411	1	0	1	0	0	64	64	0	0.2432269207	0.2432269207
Cdc37l1	1	0	0	0	0	NA	NA	NA	ENSMUST00000050148	3024	1	0	0.0330687830687831	0	0	NA	NA	0	0	0	0	0	NA	NA
Cdc42bpb	0	1	0	0	0	NA	NA	NA	ENSMUST00000041965	15426	1	1	0.00648256190846623	0.00648256190846623	1	0	1	0	0	372	372	0	0	0
Cdc73	0	2	0	0	0	NA	NA	NA	ENSMUST00000018337	4788	2	2	0.0417710944026733	0.0417710944026733	1	0	0.5	0	0	196	196	0	0	0
Cdcp1	0	2	0	0	0	NA	NA	NA	ENSMUST00000039229	7506	2	2	0.0266453503863576	0.0266453503863576	1	0	0.5	0	0	453	453	0	0.31606439095	0.31606439095
Cdh1	0	0	0	1	0	NA	NA	NA	ENSMUST00000167688	7965	1	1	0.0125549278091651	0.0125549278091651	0	NA	NA	0	0	0	0	854	NA	NA
Cdh12	0	1	0	0	0	NA	NA	NA	ENSMUST00000227496	7155	1	1	0.0139762403913347	0.0139762403913347	1	0	1	0	0	730	730	0	0.0962406015	0.0962406015
Cdh13	1	0	0	0	0	NA	NA	NA	ENSMUST00000117160	6435	1	0	0.0155400155400155	0	0	NA	NA	0	0	0	0	0	NA	NA
Cdh4	0	2	0	0	0	NA	NA	NA	ENSMUST00000108911	3015	2	2	0.066334991708126	0.066334991708126	1	0	0.5	0	0	29	29	0	0.37672031215	0.37672031215
Cdh5	0	1	0	0	0	NA	NA	NA	ENSMUST00000034339	7065	1	1	0.0141542816702052	0.0141542816702052	1	0	1	0	0	145	145	0	0	0
Cdh8	1	0	0	0	0	NA	NA	NA	ENSMUST00000128860	7200	1	0	0.0138888888888889	0	0	NA	NA	0	0	0	0	0	NA	NA
Cdk13	0	1	0	0	0	NA	NA	NA	ENSMUST00000042365	13608	1	1	0.00734861845972957	0.00734861845972957	1	0	1	0	0	792	792	0	0.09776185	0.09776185
Cdkn2aipnl	0	1	0	0	0	NA	NA	NA	ENSMUST00000102763	1053	1	1	0.0949667616334283	0.0949667616334283	1	0	1	0	0	85	85	0	0.1092984211	0.1092984211
Ceacam20	0	0	1	0	0	NA	NA	NA	ENSMUST00000094753	5202	1	1	0.0192233756247597	0.0192233756247597	0	NA	NA	0	0	0	0	129	NA	NA
Cebpb	0	0	0	1	0	NA	NA	NA	ENSMUST00000070642	2673	1	1	0.0374111485222596	0.0374111485222596	0	NA	NA	0	0	0	0	113	NA	NA
Celf1	0	1	0	0	0	NA	NA	NA	ENSMUST00000068726	4392	1	1	0.0227686703096539	0.0227686703096539	1	0	1	0	0	144	144	0	0	0
Cemip2	0	2	0	0	0	NA	NA	NA	ENSMUST00000025663	12456	2	2	0.0160565189466924	0.0160565189466924	1	0	0.5	0	0	333	333	0	0.17703089625	0.17703089625
Cenpq	0	0	1	0	0	NA	NA	NA	ENSMUST00000087114	2412	1	1	0.0414593698175788	0.0414593698175788	0	NA	NA	0	0	0	0	191	NA	NA
Cep43	0	1	0	0	0	NA	NA	NA	ENSMUST00000097419	3600	1	1	0.0277777777777778	0.0277777777777778	1	0	1	0	0	228	228	0	0.4305567874	0.4305567874
Cfap52	1	1	0	0	0	NA	NA	NA	ENSMUST00000021287	5589	2	1	0.0357845768473788	0.0178922884236894	1	0	1	0	0	194	194	0	0.1427723769	0.1427723769
Cftr	0	1	0	0	0	NA	NA	NA	ENSMUST00000115405	5409	1	1	0.0184877056757256	0.0184877056757256	1	0	1	0	0	83	83	0	0	0
Chchd4	0	0	0	1	0	NA	NA	NA	ENSMUST00000040835	1260	1	1	0.0793650793650794	0.0793650793650794	0	NA	NA	0	0	0	0	58	NA	NA
Chd8	0	0	0	1	0	NA	NA	NA	ENSMUST00000089752	23247	1	1	0.00430163031789048	0.00430163031789048	0	NA	NA	0	0	0	0	1769	NA	NA
Chmp2b	1	0	0	0	0	NA	NA	NA	ENSMUST00000004965	1926	1	0	0.0519210799584631	0	0	NA	NA	0	0	0	0	0	NA	NA
Chmp3	0	1	0	0	0	NA	NA	NA	ENSMUST00000059462	2025	1	1	0.0493827160493827	0.0493827160493827	1	0	1	0	0	205	205	0	0.553264069	0.553264069
Chmp4c	0	1	0	1	0	NA	NA	NA	ENSMUST00000029049	2097	2	2	0.0953743443013829	0.0953743443013829	1	0	1	0	0	177	177	137	0.2786636443	0.2786636443
Chpt1	0	1	0	0	0	NA	NA	NA	ENSMUST00000117579	2097	1	1	0.0476871721506915	0.0476871721506915	1	0	1	0	0	49	49	0	0.3352838658	0.3352838658
Chrnb2	0	1	0	0	0	NA	NA	NA	ENSMUST00000029562	4518	1	1	0.0221336874723329	0.0221336874723329	1	0	1	0	0	109	109	0	0.0872936727	0.0872936727
Cidea	0	1	0	0	0	NA	NA	NA	ENSMUST00000025404	1962	1	1	0.0509683995922528	0.0509683995922528	1	0	1	0	0	157	157	0	0.2880872466	0.2880872466
Clasp1	0	1	0	0	0	NA	NA	NA	ENSMUST00000049404	13833	1	1	0.00722908985758693	0.00722908985758693	1	0	1	0	0	572	572	0	0	0
Cldn1	1	0	0	0	0	NA	NA	NA	ENSMUST00000023154	1908	1	0	0.0524109014675052	0	0	NA	NA	0	0	0	0	0	NA	NA
Clk1	0	1	0	0	0	NA	NA	NA	ENSMUST00000151338	1224	1	1	0.0816993464052288	0.0816993464052288	1	0	1	0	0	13	13	0	0.2705067809	0.2705067809
Cltb	0	1	0	0	0	NA	NA	NA	ENSMUST00000049575	2070	1	1	0.0483091787439614	0.0483091787439614	1	0	1	0	0	104	104	0	0.0941286058	0.0941286058
Cmbl	0	0	0	1	0	NA	NA	NA	ENSMUST00000162532	1566	1	1	0.0638569604086845	0.0638569604086845	0	NA	NA	0	0	0	0	80	NA	NA
Cnga2	0	1	0	0	0	NA	NA	NA	ENSMUST00000006020	5985	1	1	0.0167084377610693	0.0167084377610693	1	0	1	0	0	575	575	0	0.0955087124	0.0955087124
Cnpy2	0	1	0	0	0	NA	NA	NA	ENSMUST00000219037	1647	1	1	0.0607164541590771	0.0607164541590771	1	0	1	0	0	75	75	0	0	0
Cntn3	0	2	0	0	0	NA	NA	NA	ENSMUST00000203619	9261	2	2	0.0215959399632869	0.0215959399632869	1	0	0.5	0	0	461	461	0	0.19850543275	0.19850543275
Cntnap5b	0	2	0	0	0	NA	NA	NA	ENSMUST00000086738	11637	2	2	0.017186560109994	0.017186560109994	1	0	0.5	0	0	548	548	0	0	0
Cobl	1	0	0	0	0	NA	NA	NA	ENSMUST00000109650	11304	1	0	0.00884642604387827	0	0	NA	NA	0	0	0	0	0	NA	NA
Col11a2	0	0	1	0	0	NA	NA	NA	ENSMUST00000087497	14859	1	1	0.00672992798977051	0.00672992798977051	0	NA	NA	0	0	0	0	934	NA	NA
Col1a2	0	1	0	0	0	NA	NA	NA	ENSMUST00000031668	12357	1	1	0.00809257910496075	0.00809257910496075	1	0	1	0	0	988	988	0	0.0937686775	0.0937686775
Col20a1	0	1	0	0	0	NA	NA	NA	ENSMUST00000228434	11889	1	1	0.00841113634452014	0.00841113634452014	1	0	1	0	0	1150	1150	0	0.9618692582	0.9618692582
Col25a1	0	2	0	0	0	NA	NA	NA	ENSMUST00000080335	6003	2	2	0.0333166749958354	0.0333166749958354	1	0	0.5	0	0	220	220	0	0.3050231916	0.3050231916
